Ensembl,Symbol,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000159423,ALDH4A1,522,424,862,999
ENSG00000169991,IFFO2,8,6,22,38
ENSG00000127481,UBR4,802,742,210,412
ENSG00000127463,EMC1,115,104,338,68
ENSG00000053372,MRTO4,124,109,69,103
ENSG00000162482,AKR7A3,634,548,226,213
ENSG00000053371,AKR7A2,119,102,167,126
ENSG00000040487,PQLC2,142,112,94,29
ENSG00000077549,CAPZB,150,153,468,265
ENSG00000173436,MINOS1,173,139,375,184
ENSG00000270136,MINOS1-NBL1,85,54,258,122
ENSG00000158747,NBL1,0,4,3,5
ENSG00000162542,TMCO4,7,7,36,1
ENSG00000178828,RNF186,0,0,32,0
ENSG00000169914,OTUD3,34,25,10,5
ENSG00000188784,PLA2G2E,0,0,0,0
ENSG00000188257,PLA2G2A,1,8,252,80
ENSG00000127472,PLA2G5,2,3,6,19
ENSG00000117215,PLA2G2D,4,5,0,0
ENSG00000158786,PLA2G2F,0,0,0,0
ENSG00000187980,PLA2G2C,18,12,2,2
ENSG00000162543,UBXN10,0,0,0,1
ENSG00000158816,VWA5B1,14,19,2,1
ENSG00000162545,CAMK2N1,81,64,211,153
ENSG00000090432,MUL1,0,0,146,42
ENSG00000183114,FAM43B,0,0,0,0
ENSG00000158825,CDA,82,73,28,52
ENSG00000158828,PINK1,524,475,584,574
ENSG00000244038,DDOST,208,202,868,207
ENSG00000117245,KIF17,6,2,8,4
ENSG00000189410,SH2D5,0,0,0,0
ENSG00000127483,HP1BP3,894,917,155,204
ENSG00000075151,EIF4G3,196,187,362,153
ENSG00000117298,ECE1,272,215,513,223
ENSG00000142794,NBPF3,18,21,14,21
ENSG00000162551,ALPL,52,37,350,144
ENSG00000076864,RAP1GAP,39,34,120,29
ENSG00000090686,USP48,52,43,40,46
ENSG00000187942,LDLRAD2,81,62,77,74
ENSG00000142798,HSPG2,124,115,191,116
ENSG00000219073,CELA3B,1,2,0,1
ENSG00000142789,CELA3A,0,0,0,0
ENSG00000070831,CDC42,231,212,653,449
ENSG00000162552,WNT4,0,2,16,12
ENSG00000184677,ZBTB40,40,38,19,42
ENSG00000070886,EPHA8,0,0,0,0
ENSG00000173372,C1QA,97,101,599,416
ENSG00000159189,C1QC,163,166,521,206
ENSG00000173369,C1QB,131,115,721,319
ENSG00000133216,EPHB2,13,5,1,4
ENSG00000227868,TEX46,0,0,0,0
ENSG00000004487,KDM1A,117,117,57,59
ENSG00000169641,LUZP1,53,48,34,22
ENSG00000179546,HTR1D,5,7,0,2
ENSG00000125944,HNRNPR,173,154,309,176
ENSG00000125945,ZNF436,3,6,57,23
ENSG00000204219,TCEA3,583,581,637,414
ENSG00000088280,ASAP3,38,36,83,61
ENSG00000007968,E2F2,11,16,63,2
ENSG00000117318,ID3,68,76,284,38
ENSG00000197880,MDS2,14,16,1,2
ENSG00000142676,RPL11,709,627,2007,1022
ENSG00000011007,ELOA,110,124,144,127
ENSG00000057757,PITHD1,193,172,123,139
ENSG00000011009,LYPLA2,295,255,210,207
ENSG00000117308,GALE,22,21,141,95
ENSG00000117305,HMGCL,1301,1119,408,844
ENSG00000179163,FUCA1,188,190,295,165
ENSG00000188822,CNR2,56,64,2,8
ENSG00000189266,PNRC2,64,53,304,183
ENSG00000188529,SRSF10,179,180,528,235
ENSG00000142661,MYOM3,12,5,2,3
ENSG00000142677,IL22RA1,0,1,2,4
ENSG00000185436,IFNLR1,45,35,63,17
ENSG00000158055,GRHL3,0,0,1,0
ENSG00000001460,STPG1,111,113,13,4
ENSG00000001461,NIPAL3,33,25,27,10
ENSG00000117602,RCAN3,14,18,2,16
ENSG00000184454,NCMAP,25,31,4,12
ENSG00000133226,SRRM1,636,559,305,226
ENSG00000169504,CLIC4,241,217,361,131
ENSG00000020633,RUNX3,6,1,0,1
ENSG00000117614,SYF2,77,90,161,90
ENSG00000117616,RSRP1,204,247,192,118
ENSG00000187010,RHD,30,31,4,15
ENSG00000183726,TMEM50A,14,15,512,134
ENSG00000188672,RHCE,0,1,9,6
ENSG00000204178,TMEM57,329,326,240,193
ENSG00000157978,LDLRAP1,20,20,68,47
ENSG00000117643,MAN1C1,100,78,42,65
ENSG00000162430,SELENON,40,42,140,98
ENSG00000255054,AL020996.2,9,11,10,31
ENSG00000117640,MTFR1L,126,126,84,102
ENSG00000127423,AUNIP,10,9,6,12
ENSG00000182749,PAQR7,30,43,15,40
ENSG00000117632,STMN1,43,37,210,89
ENSG00000158006,PAFAH2,38,41,144,68
ENSG00000158008,EXTL1,0,0,0,0
ENSG00000158014,SLC30A2,11,13,3,3
ENSG00000158022,TRIM63,0,0,0,0
ENSG00000175087,PDIK1L,50,61,83,44
ENSG00000197245,FAM110D,0,0,0,0
ENSG00000142684,ZNF593,264,259,157,125
ENSG00000142675,CNKSR1,2,2,5,2
ENSG00000130695,CEP85,81,73,0,17
ENSG00000142669,SH3BGRL3,397,384,866,383
ENSG00000158062,UBXN11,203,196,292,116
ENSG00000169442,CD52,1,0,47,21
ENSG00000176092,CRYBG2,0,0,0,0
ENSG00000176083,ZNF683,3,3,2,1
ENSG00000131914,LIN28A,23,20,0,2
ENSG00000117682,DHDDS,105,113,8,33
ENSG00000198830,HMGN2,658,604,1147,366
ENSG00000117676,RPS6KA1,0,0,16,24
ENSG00000117713,ARID1A,364,345,237,318
ENSG00000060642,PIGV,79,66,80,94
ENSG00000204160,ZDHHC18,20,24,22,18
ENSG00000175793,SFN,0,0,3,1
ENSG00000142751,GPN2,50,58,133,61
ENSG00000198746,GPATCH3,0,2,25,20
ENSG00000090273,NUDC,685,598,447,396
ENSG00000131910,NR0B2,288,257,109,63
ENSG00000175707,KDF1,0,0,6,21
ENSG00000253368,TRNP1,13,13,0,23
ENSG00000158246,FAM46B,0,0,21,3
ENSG00000090020,SLC9A1,36,43,3,8
ENSG00000142784,WDTC1,49,52,14,57
ENSG00000186501,TMEM222,32,23,226,103
ENSG00000142765,SYTL1,49,57,0,16
ENSG00000142733,MAP3K6,8,12,5,25
ENSG00000142748,FCN3,423,433,2487,580
ENSG00000174950,CD164L2,0,0,0,0
ENSG00000181773,GPR3,0,0,0,2
ENSG00000158195,WASF2,300,390,128,89
ENSG00000126705,AHDC1,28,31,15,5
ENSG00000000938,FGR,49,55,22,19
ENSG00000126709,IFI6,13,8,121,1325
ENSG00000009780,FAM76A,28,30,51,17
ENSG00000117758,STX12,79,72,381,63
ENSG00000117751,PPP1R8,0,0,96,23
ENSG00000130775,THEMIS2,0,0,29,19
ENSG00000117748,RPA2,18,19,142,47
ENSG00000130768,SMPDL3B,0,1,15,0
ENSG00000158156,XKR8,2,1,57,81
ENSG00000158161,EYA3,67,46,21,41
ENSG00000169403,PTAFR,20,24,1,16
ENSG00000126698,DNAJC8,413,399,408,137
ENSG00000130770,ATPIF1,402,423,618,1013
ENSG00000130766,SESN2,183,187,109,49
ENSG00000130772,MED18,50,44,43,18
ENSG00000204138,PHACTR4,608,552,179,302
ENSG00000180198,RCC1,113,126,75,18
ENSG00000180098,TRNAU1AP,105,108,40,73
ENSG00000120656,TAF12,92,105,116,49
ENSG00000188060,RAB42,88,77,4,4
ENSG00000162419,GMEB1,117,107,14,19
ENSG00000198492,YTHDF2,31,23,301,178
ENSG00000116329,OPRD1,30,34,6,10
ENSG00000159023,EPB41,299,272,152,59
ENSG00000253304,TMEM200B,16,14,46,26
ENSG00000116350,SRSF4,135,115,169,128
ENSG00000116353,MECR,103,109,38,45
ENSG00000060656,PTPRU,15,16,54,11
ENSG00000162510,MATN1,1,0,0,0
ENSG00000162511,LAPTM5,109,97,370,76
ENSG00000162512,SDC3,4,8,64,69
ENSG00000134644,PUM1,173,195,156,185
ENSG00000084628,NKAIN1,0,0,0,0
ENSG00000060688,SNRNP40,6,7,18,32
ENSG00000121766,ZCCHC17,97,77,82,82
ENSG00000121769,FABP3,0,1,24,5
ENSG00000168528,SERINC2,446,441,950,369
ENSG00000142910,TINAGL1,155,143,144,48
ENSG00000121764,HCRTR1,0,0,12,5
ENSG00000162517,PEF1,0,0,238,164
ENSG00000084636,COL16A1,0,0,3,2
ENSG00000121753,ADGRB2,0,0,0,0
ENSG00000134668,SPOCD1,4,6,1,0
ENSG00000184007,PTP4A2,244,230,377,351
ENSG00000121774,KHDRBS1,92,99,206,98
ENSG00000121775,TMEM39B,8,6,53,29
ENSG00000025800,KPNA6,311,256,138,236
ENSG00000084652,TXLNA,303,266,232,252
ENSG00000160050,CCDC28B,46,45,12,5
ENSG00000160051,IQCC,14,11,0,1
ENSG00000222046,DCDC2B,7,4,1,0
ENSG00000160055,TMEM234,33,24,37,7
ENSG00000084623,EIF3I,76,56,684,395
ENSG00000183615,FAM167B,109,95,80,40
ENSG00000182866,LCK,8,13,29,7
ENSG00000116478,HDAC1,202,205,347,82
ENSG00000175130,MARCKSL1,254,197,293,137
ENSG00000162526,TSSK3,0,1,0,9
ENSG00000225828,FAM229A,2,3,4,18
ENSG00000160058,BSDC1,100,84,210,118
ENSG00000254553,AL033529.1,0,1,0,0
ENSG00000273274,ZBTB8B,121,121,13,32
ENSG00000160062,ZBTB8A,139,236,13,42
ENSG00000176261,ZBTB8OS,46,57,79,71
ENSG00000162521,RBBP4,334,282,283,129
ENSG00000162520,SYNC,58,55,75,58
ENSG00000162522,KIAA1522,56,56,26,42
ENSG00000134684,YARS,111,102,702,211
ENSG00000116497,S100PBP,47,73,70,44
ENSG00000160097,FNDC5,44,41,44,12
ENSG00000121905,HPCA,17,21,11,4
ENSG00000121900,TMEM54,48,75,45,11
ENSG00000116514,RNF19B,18,10,8,23
ENSG00000004455,AK2,622,551,708,540
ENSG00000142920,AZIN2,0,0,0,7
ENSG00000116525,TRIM62,2,0,0,7
ENSG00000160094,ZNF362,86,66,28,37
ENSG00000134686,PHC2,70,58,309,192
ENSG00000121903,ZSCAN20,7,13,13,2
ENSG00000121904,CSMD2,13,9,4,1
ENSG00000142698,C1orf94,0,0,0,0
ENSG00000163866,SMIM12,93,84,178,190
ENSG00000189280,GJB5,33,31,0,0
ENSG00000189433,GJB4,0,0,0,0
ENSG00000188910,GJB3,3,4,0,0
ENSG00000187513,GJA4,5,2,36,40
ENSG00000116544,DLGAP3,1,1,0,0
ENSG00000271741,AC114490.2,199,167,241,147
ENSG00000243749,TMEM35B,122,111,216,129
ENSG00000163867,ZMYM6,162,114,72,47
ENSG00000197056,ZMYM1,11,13,57,35
ENSG00000116560,SFPQ,222,225,216,236
ENSG00000146463,ZMYM4,85,89,166,96
ENSG00000142687,KIAA0319L,317,281,230,277
ENSG00000020129,NCDN,143,103,19,38
ENSG00000116819,TFAP2E,0,0,0,0
ENSG00000126067,PSMB2,223,185,906,352
ENSG00000142686,C1orf216,12,10,37,24
ENSG00000092853,CLSPN,25,27,14,2
ENSG00000134698,AGO4,69,56,41,21
ENSG00000092847,AGO1,10,12,38,29
ENSG00000126070,AGO3,175,175,61,138
ENSG00000092850,TEKT2,1,0,0,0
ENSG00000116863,ADPRHL2,12,6,164,41
ENSG00000171812,COL8A2,0,0,0,0
ENSG00000054116,TRAPPC3,86,71,197,227
ENSG00000116871,MAP7D1,133,104,78,73
ENSG00000054118,THRAP3,319,311,330,185
ENSG00000214193,SH3D21,10,5,9,6
ENSG00000142694,EVA1B,31,27,34,29
ENSG00000196182,STK40,95,80,150,113
ENSG00000181817,LSM10,142,150,103,100
ENSG00000116885,OSCP1,0,0,2,6
ENSG00000116898,MRPS15,365,325,368,264
ENSG00000119535,CSF3R,90,66,53,26
ENSG00000163873,GRIK3,0,0,0,0
ENSG00000163874,ZC3H12A,0,0,32,11
ENSG00000163875,MEAF6,85,76,94,83
ENSG00000163877,SNIP1,49,57,22,25
ENSG00000163879,DNALI1,153,147,36,2
ENSG00000134697,GNL2,44,48,195,22
ENSG00000169218,RSPO1,0,1,0,0
ENSG00000116922,C1orf109,83,86,99,14
ENSG00000134690,CDCA8,0,0,0,2
ENSG00000183317,EPHA10,19,14,0,4
ENSG00000185090,MANEAL,0,0,0,10
ENSG00000196449,YRDC,3,6,29,9
ENSG00000197982,C1orf122,16,23,81,81
ENSG00000188786,MTF1,19,23,25,26
ENSG00000204084,INPP5B,209,187,21,71
ENSG00000183431,SF3A3,93,106,197,44
ENSG00000183386,FHL3,0,0,23,17
ENSG00000183520,UTP11,80,77,24,54
ENSG00000185668,POU3F1,0,0,0,0
ENSG00000116954,RRAGC,109,92,146,129
ENSG00000214114,MYCBP,24,25,81,44
ENSG00000274944,AL139260.3,30,33,51,33
ENSG00000131233,GJA9,1,0,3,4
ENSG00000158315,RHBDL2,14,21,0,13
ENSG00000174574,AKIRIN1,16,15,223,123
ENSG00000168653,NDUFS5,226,235,677,772
ENSG00000127603,MACF1,661,643,337,308
ENSG00000183682,BMP8A,11,4,0,2
ENSG00000090621,PABPC4,115,124,103,151
ENSG00000163909,HEYL,0,0,58,2
ENSG00000116983,HPCAL4,0,0,0,0
ENSG00000084072,PPIE,193,188,131,77
ENSG00000116985,BMP8B,38,49,6,3
ENSG00000198754,OXCT2,0,0,0,0
ENSG00000043514,TRIT1,34,23,36,0
ENSG00000116990,MYCL,22,21,0,11
ENSG00000168389,MFSD2A,183,176,491,96
ENSG00000131236,CAP1,219,216,903,377
ENSG00000131238,PPT1,1,1,492,68
ENSG00000117000,RLF,74,53,58,58
ENSG00000188800,TMCO2,4,2,0,0
ENSG00000084073,ZMPSTE24,186,172,112,86
ENSG00000049089,COL9A2,32,22,0,8
ENSG00000084070,SMAP2,61,50,75,196
ENSG00000187801,ZFP69B,0,0,0,4
ENSG00000187815,ZFP69,0,0,3,1
ENSG00000164002,EXO5,21,11,54,10
ENSG00000117010,ZNF684,52,42,11,44
ENSG00000117016,RIMS3,0,0,0,10
ENSG00000066136,NFYC,131,130,84,111
ENSG00000117013,KCNQ4,0,0,0,0
ENSG00000179862,CITED4,24,26,7,47
ENSG00000171793,CTPS1,33,34,98,94
ENSG00000171790,SLFNL1,0,1,0,16
ENSG00000010803,SCMH1,42,32,35,37
ENSG00000204060,FOXO6,0,0,0,1
ENSG00000127129,EDN2,0,0,0,0
ENSG00000127124,HIVEP3,9,6,46,25
ENSG00000044012,GUCA2B,0,0,21,0
ENSG00000197273,GUCA2A,0,0,13,0
ENSG00000198815,FOXJ3,91,84,14,57
ENSG00000177181,RIMKLA,14,9,1,0
ENSG00000066185,ZMYND12,43,44,0,48
ENSG00000127125,PPCS,167,119,248,192
ENSG00000186409,CCDC30,258,247,10,44
ENSG00000171960,PPIH,3,1,30,23
ENSG00000065978,YBX1,413,388,832,586
ENSG00000164007,CLDN19,3,7,0,0
ENSG00000117385,P3H1,92,90,140,81
ENSG00000164008,C1orf50,65,66,45,47
ENSG00000177868,SVBP,24,26,51,57
ENSG00000164010,ERMAP,29,20,49,25
ENSG00000164011,ZNF691,9,12,31,60
ENSG00000117394,SLC2A1,1,1,67,3
ENSG00000186973,FAM183A,0,0,0,0
ENSG00000117395,EBNA1BP2,415,459,224,227
ENSG00000243710,CFAP57,166,166,39,57
ENSG00000179178,TMEM125,0,3,0,0
ENSG00000253313,C1orf210,11,9,7,6
ENSG00000066056,TIE1,63,71,168,31
ENSG00000117400,MPL,2,2,0,0
ENSG00000117399,CDC20,0,0,5,9
ENSG00000066322,ELOVL1,48,46,335,129
ENSG00000159479,MED8,137,113,107,80
ENSG00000198198,SZT2,317,319,77,177
ENSG00000178922,HYI,217,224,32,107
ENSG00000142949,PTPRF,749,668,1135,1083
ENSG00000066135,KDM4A,96,102,49,27
ENSG00000126091,ST3GAL3,7,7,5,33
ENSG00000117407,ARTN,0,0,0,0
ENSG00000117408,IPO13,18,27,17,42
ENSG00000132768,DPH2,10,4,35,13
ENSG00000117410,ATP6V0B,400,348,853,560
ENSG00000117411,B4GALT2,5,2,31,30
ENSG00000159214,CCDC24,16,17,4,23
ENSG00000196517,SLC6A9,1,0,121,18
ENSG00000171872,KLF17,0,3,0,2
ENSG00000178028,DMAP1,46,56,116,41
ENSG00000117419,ERI3,92,86,38,36
ENSG00000187147,RNF220,253,222,307,185
ENSG00000126106,TMEM53,96,86,361,205
ENSG00000198520,C1orf228,43,48,3,4
ENSG00000142945,KIF2C,0,0,7,20
ENSG00000142937,RPS8,725,698,2596,1134
ENSG00000142959,BEST4,8,10,0,0
ENSG00000173846,PLK3,22,24,4,8
ENSG00000188396,TCTEX1D4,0,1,0,3
ENSG00000222009,BTBD19,25,29,9,18
ENSG00000117425,PTCH2,2,0,0,2
ENSG00000070785,EIF2B3,218,183,223,55
ENSG00000126107,HECTD3,104,91,134,178
ENSG00000126088,UROD,249,220,333,328
ENSG00000162415,ZSWIM5,0,0,54,9
ENSG00000186603,HPDL,0,0,4,0
ENSG00000132781,MUTYH,15,15,0,11
ENSG00000132773,TOE1,14,9,83,17
ENSG00000070759,TESK2,32,27,27,11
ENSG00000280670,CCDC163,15,13,22,12
ENSG00000132763,MMACHC,1162,1093,1535,1654
ENSG00000117450,PRDX1,1766,1675,3197,2812
ENSG00000117448,AKR1A1,373,330,416,870
ENSG00000132780,NASP,239,410,309,139
ENSG00000159588,CCDC17,5,2,0,0
ENSG00000159592,GPBP1L1,181,165,219,169
ENSG00000159596,TMEM69,3,7,82,57
ENSG00000197429,IPP,52,44,97,43
ENSG00000086015,MAST2,117,83,10,32
ENSG00000117461,PIK3R3,30,27,19,26
ENSG00000278139,AL358075.4,0,0,13,1
ENSG00000117472,TSPAN1,1,6,52,2
ENSG00000085998,POMGNT1,103,84,91,66
ENSG00000171357,LURAP1,36,43,0,1
ENSG00000085999,RAD54L,6,7,24,9
ENSG00000132128,LRRC41,36,51,164,73
ENSG00000173660,UQCRH,104,110,817,403
ENSG00000117481,NSUN4,39,55,100,99
ENSG00000117480,FAAH,271,267,155,215
ENSG00000197587,DMBX1,11,6,0,2
ENSG00000079277,MKNK1,185,129,92,80
ENSG00000142961,MOB3C,1,0,32,20
ENSG00000123472,ATPAF1,226,196,77,140
ENSG00000186118,TEX38,1,0,0,0
ENSG00000159658,EFCAB14,263,258,262,171
ENSG00000142973,CYP4B1,6,10,0,1
ENSG00000187048,CYP4A11,3521,3182,347,1124
ENSG00000186377,CYP4X1,30,31,0,11
ENSG00000186160,CYP4Z1,0,0,0,1
ENSG00000162365,CYP4A22,1496,1408,163,582
ENSG00000162366,PDZK1IP1,33,38,2,4
ENSG00000162367,TAL1,0,0,1,9
ENSG00000123473,STIL,21,22,2,10
ENSG00000162368,CMPK1,376,353,1209,417
ENSG00000186564,FOXD2,12,5,0,1
ENSG00000269113,TRABD2B,15,12,8,11
ENSG00000117834,SLC5A9,27,15,62,36
ENSG00000132122,SPATA6,3,10,2,5
ENSG00000186094,AGBL4,6,5,2,0
ENSG00000162373,BEND5,0,0,0,0
ENSG00000162374,ELAVL4,0,0,0,0
ENSG00000185104,FAF1,69,50,44,72
ENSG00000123080,CDKN2C,0,0,51,4
ENSG00000123091,RNF11,104,98,267,171
ENSG00000085831,TTC39A,9,6,53,31
ENSG00000085832,EPS15,191,200,128,140
ENSG00000117859,OSBPL9,252,250,479,322
ENSG00000078618,NRDC,168,175,540,362
ENSG00000169213,RAB3B,65,65,235,17
ENSG00000117862,TXNDC12,45,30,341,88
ENSG00000198841,KTI12,0,0,7,4
ENSG00000134717,BTF3L4,234,221,307,96
ENSG00000157077,ZFYVE9,158,138,3,11
ENSG00000154222,CC2D1B,107,99,16,28
ENSG00000085840,ORC1,10,14,1,3
ENSG00000134748,PRPF38A,32,48,104,45
ENSG00000134744,ZCCHC11,222,178,228,134
ENSG00000116157,GPX7,7,5,26,20
ENSG00000182183,FAM159A,11,5,2,2
ENSG00000162377,COA7,65,74,18,18
ENSG00000162378,ZYG11B,539,502,279,188
ENSG00000203995,ZYG11A,38,28,32,16
ENSG00000121310,ECHDC2,1732,1568,508,1094
ENSG00000116171,SCP2,1137,1042,1508,1673
ENSG00000174348,PODN,4,2,129,25
ENSG00000162383,SLC1A7,12,9,0,0
ENSG00000157184,CPT2,317,345,227,197
ENSG00000162384,C1orf123,62,74,279,145
ENSG00000162385,MAGOH,19,11,74,65
ENSG00000157193,LRP8,11,14,1,1
ENSG00000143006,DMRTB1,0,0,0,0
ENSG00000174332,GLIS1,0,0,0,0
ENSG00000058804,NDC1,129,126,39,53
ENSG00000058799,YIPF1,129,135,156,176
ENSG00000211452,DIO1,73,61,572,645
ENSG00000081870,HSPB11,106,104,87,77
ENSG00000116212,LRRC42,75,72,73,61
ENSG00000203985,LDLRAD1,3,2,0,2
ENSG00000116209,TMEM59,489,424,1588,818
ENSG00000116205,TCEANC2,108,92,76,46
ENSG00000256407,AL357673.1,1,1,10,6
ENSG00000215883,CYB5RL,35,33,33,23
ENSG00000116221,MRPL37,410,368,432,595
ENSG00000157216,SSBP3,48,47,72,101
ENSG00000162390,ACOT11,104,88,22,62
ENSG00000162391,FAM151A,9,10,3,15
ENSG00000184313,MROH7,23,22,57,2
ENSG00000271723,MROH7-TTC4,83,96,80,22
ENSG00000243725,TTC4,67,66,26,21
ENSG00000162396,PARS2,25,26,7,2
ENSG00000006555,TTC22,9,12,5,25
ENSG00000162398,LEXM,0,0,0,1
ENSG00000116133,DHCR24,1808,1692,3977,4505
ENSG00000143001,TMEM61,0,0,0,0
ENSG00000162399,BSND,1,1,0,0
ENSG00000169174,PCSK9,165,117,152,160
ENSG00000162402,USP24,88,71,79,94
ENSG00000162407,PLPP3,268,246,825,292
ENSG00000162409,PRKAA2,20,27,35,15
ENSG00000187889,C1orf168,226,209,41,117
ENSG00000157131,C8A,795,762,2201,944
ENSG00000021852,C8B,644,570,2359,1097
ENSG00000173406,DAB1,23,19,10,21
ENSG00000162600,OMA1,38,42,22,38
ENSG00000184292,TACSTD2,0,3,44,9
ENSG00000162601,MYSM1,38,26,33,63
ENSG00000177606,JUN,174,153,65,30
ENSG00000172456,FGGY,149,160,394,128
ENSG00000134709,HOOK1,431,427,190,119
ENSG00000134716,CYP2J2,110,118,221,231
ENSG00000162599,NFIA,387,353,563,477
ENSG00000162604,TM2D1,69,87,81,68
ENSG00000132849,PATJ,349,344,58,154
ENSG00000240563,L1TD1,33,19,7,8
ENSG00000132854,KANK4,0,0,36,0
ENSG00000162607,USP1,74,63,85,100
ENSG00000116641,DOCK7,62,58,28,60
ENSG00000132855,ANGPTL3,1776,1618,2779,2161
ENSG00000125703,ATG4C,1,4,23,36
ENSG00000187140,FOXD3,0,0,0,6
ENSG00000088035,ALG6,21,24,1,38
ENSG00000142856,ITGB3BP,92,68,25,29
ENSG00000203965,EFCAB7,10,8,0,7
ENSG00000079739,PGM1,511,416,579,404
ENSG00000185483,ROR1,0,3,0,0
ENSG00000177414,UBE2U,0,0,0,0
ENSG00000158966,CACHD1,17,14,17,16
ENSG00000162437,RAVER2,5,8,7,7
ENSG00000162434,JAK1,439,422,694,458
ENSG00000162433,AK4,760,728,411,672
ENSG00000116675,DNAJC6,1,2,0,1
ENSG00000213625,LEPROT,146,133,557,420
ENSG00000116678,LEPR,1171,1162,172,265
ENSG00000184588,PDE4B,32,32,70,13
ENSG00000118473,SGIP1,3,5,7,1
ENSG00000152760,TCTEX1D1,0,0,0,15
ENSG00000152763,WDR78,14,28,2,9
ENSG00000198160,MIER1,46,59,200,135
ENSG00000116704,SLC35D1,263,264,271,612
ENSG00000203963,C1orf141,3,10,1,1
ENSG00000162594,IL23R,5,7,1,3
ENSG00000081985,IL12RB2,0,0,0,0
ENSG00000142864,SERBP1,681,661,719,599
ENSG00000116717,GADD45A,25,14,43,45
ENSG00000172380,GNG12,244,190,456,137
ENSG00000162595,DIRAS3,0,0,10,14
ENSG00000116729,WLS,107,113,282,152
ENSG00000116745,RPE65,0,0,0,0
ENSG00000024526,DEPDC1,14,9,29,4
ENSG00000033122,LRRC7,9,8,0,3
ENSG00000066557,LRRC40,60,58,31,27
ENSG00000116754,SRSF11,1090,917,443,363
ENSG00000118454,ANKRD13C,14,10,50,13
ENSG00000197568,HHLA3,23,21,62,37
ENSG00000116761,CTH,135,125,310,97
ENSG00000050628,PTGER3,1,2,0,0
ENSG00000132485,ZRANB2,250,229,249,145
ENSG00000172260,NEGR1,51,102,17,20
ENSG00000162620,LRRIQ3,0,0,21,3
ENSG00000254685,FPGT,32,30,22,6
ENSG00000259030,FPGT-TNNI3K,10,7,0,8
ENSG00000116783,TNNI3K,4,3,0,0
ENSG00000178965,ERICH3,0,0,0,1
ENSG00000116791,CRYZ,585,535,1120,1107
ENSG00000162623,TYW3,34,44,121,66
ENSG00000137968,SLC44A5,5,8,12,0
ENSG00000117054,ACADM,719,712,385,427
ENSG00000137955,RABGGTB,124,103,102,65
ENSG00000057468,MSH4,0,0,0,0
ENSG00000184005,ST6GALNAC3,0,0,3,31
ENSG00000117069,ST6GALNAC5,0,0,0,0
ENSG00000142892,PIGK,4,8,153,77
ENSG00000154027,AK5,2,1,0,0
ENSG00000036549,ZZZ3,49,45,42,88
ENSG00000077254,USP33,173,125,94,106
ENSG00000180488,MIGA1,91,94,80,94
ENSG00000162614,NEXN,17,14,0,11
ENSG00000162613,FUBP1,252,217,334,118
ENSG00000162616,DNAJB4,32,31,122,63
ENSG00000137960,GIPC2,67,70,53,140
ENSG00000122420,PTGFR,0,0,2,12
ENSG00000137959,IFI44L,38,34,3,67
ENSG00000137965,IFI44,15,16,20,91
ENSG00000162618,ADGRL4,44,37,103,64
ENSG00000117114,ADGRL2,4,10,133,192
ENSG00000137941,TTLL7,82,90,52,25
ENSG00000142875,PRKACB,96,94,88,134
ENSG00000203943,SAMD13,92,79,0,0
ENSG00000137976,DNASE2B,0,0,0,0
ENSG00000117133,RPF1,66,70,81,58
ENSG00000174021,GNG5,88,86,690,502
ENSG00000117151,CTBS,165,202,200,190
ENSG00000117155,SSX2IP,9,2,28,12
ENSG00000171517,LPAR3,9,7,0,1
ENSG00000153898,MCOLN2,3,5,1,0
ENSG00000162643,WDR63,0,0,0,0
ENSG00000055732,MCOLN3,6,1,0,0
ENSG00000097096,SYDE2,183,159,5,35
ENSG00000162642,C1orf52,47,46,102,13
ENSG00000142867,BCL10,25,20,63,28
ENSG00000153904,DDAH1,583,577,431,460
ENSG00000142871,CYR61,37,31,486,31
ENSG00000117174,ZNHIT6,29,36,89,12
ENSG00000171502,COL24A1,0,0,0,0
ENSG00000122417,ODF2L,280,263,71,88
ENSG00000016602,CLCA4,0,0,0,0
ENSG00000097033,SH3GLB1,86,79,329,157
ENSG00000183291,SELENOF,110,92,588,211
ENSG00000153936,HS2ST1,40,45,90,50
ENSG00000267561,AC093155.3,7,6,47,27
ENSG00000143013,LMO4,64,48,228,107
ENSG00000065243,PKN2,114,102,15,49
ENSG00000137947,GTF2B,128,112,98,52
ENSG00000137944,KYAT3,7,8,69,46
ENSG00000213516,RBMXL1,87,75,55,45
ENSG00000117226,GBP3,32,19,54,21
ENSG00000117228,GBP1,199,194,193,115
ENSG00000162645,GBP2,155,160,151,98
ENSG00000213512,GBP7,98,82,64,176
ENSG00000162654,GBP4,229,220,130,120
ENSG00000154451,GBP5,4,9,17,15
ENSG00000183347,GBP6,15,16,2,6
ENSG00000197147,LRRC8B,3,4,3,21
ENSG00000171488,LRRC8C,2,2,0,10
ENSG00000271949,AC093423.3,0,1,8,7
ENSG00000171492,LRRC8D,11,11,142,84
ENSG00000162664,ZNF326,160,120,88,88
ENSG00000122482,ZNF644,318,293,211,83
ENSG00000162669,HFM1,0,0,0,0
ENSG00000097046,CDC7,0,0,1,17
ENSG00000069702,TGFBR3,59,81,602,183
ENSG00000137948,BRDT,7,11,1,5
ENSG00000172031,EPHX4,3,4,0,0
ENSG00000230667,SETSIP,1,2,1,2
ENSG00000189195,BTBD8,48,56,0,0
