Ensembl,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000162645,155,160,151,98
ENSG00000213512,98,82,64,176
ENSG00000162654,229,220,130,120
ENSG00000154451,4,9,17,15
ENSG00000183347,15,16,2,6
ENSG00000197147,3,4,3,21
ENSG00000171488,2,2,0,10
ENSG00000271949,0,1,8,7
ENSG00000171492,11,11,142,84
ENSG00000162664,160,120,88,88
ENSG00000122482,318,293,211,83
ENSG00000162669,0,0,0,0
ENSG00000097046,0,0,1,17
ENSG00000069702,59,81,602,183
ENSG00000137948,7,11,1,5
ENSG00000172031,3,4,0,0
ENSG00000230667,1,2,1,2
ENSG00000189195,48,56,0,0
ENSG00000069712,37,32,0,0
ENSG00000203910,0,1,0,0
ENSG00000174842,0,0,19,2
ENSG00000122484,912,905,161,257
ENSG00000162676,0,0,0,0
ENSG00000067208,270,263,154,184
ENSG00000122406,1008,874,4584,1786
ENSG00000154511,17,25,154,109
ENSG00000143033,41,43,34,44
ENSG00000117500,292,287,938,501
ENSG00000122483,73,79,82,44
ENSG00000117505,79,93,169,73
ENSG00000137942,120,120,43,53
ENSG00000137936,10,12,96,67
ENSG00000067334,194,195,206,83
ENSG00000023909,359,346,421,148
ENSG00000198691,0,0,1,4
ENSG00000137962,168,175,138,143
ENSG00000117528,323,319,598,288
ENSG00000117525,14,8,2,4
ENSG00000143036,0,2,3,12
ENSG00000117519,289,247,661,373
ENSG00000172339,78,70,137,53
ENSG00000152078,887,856,624,798
ENSG00000271092,97,72,137,77
ENSG00000122481,56,40,106,46
ENSG00000117569,61,65,10,29
ENSG00000188641,188,161,597,230
ENSG00000162627,81,65,40,49
ENSG00000117600,0,0,0,0
ENSG00000099260,20,27,129,115
ENSG00000156869,38,23,4,24
ENSG00000162688,163,148,178,402
ENSG00000117620,204,157,122,134
ENSG00000156875,55,59,83,84
ENSG00000156876,11,10,43,7
ENSG00000122435,64,66,46,26
ENSG00000122477,4,5,12,3
ENSG00000137992,282,259,117,144
ENSG00000137996,62,57,205,52
ENSG00000079335,3,0,20,1
ENSG00000181656,91,85,33,27
ENSG00000162692,2,11,90,25
ENSG00000162694,17,13,52,43
ENSG00000162695,102,91,265,117
ENSG00000117543,20,20,31,22
ENSG00000170989,191,201,116,133
ENSG00000118733,0,0,0,0
ENSG00000060718,0,0,0,0
ENSG00000185946,422,384,76,115
ENSG00000240038,10,9,19,21
ENSG00000243480,0,1,0,9
ENSG00000237763,0,1,0,3
ENSG00000174876,1,0,1,3
ENSG00000187733,1,0,0,5
ENSG00000198890,18,16,59,46
ENSG00000162631,0,2,0,0
ENSG00000134215,9,4,13,24
ENSG00000085491,0,0,16,8
ENSG00000196427,0,0,0,0
ENSG00000186086,0,0,0,0
ENSG00000162636,11,8,35,11
ENSG00000162639,2,2,24,0
ENSG00000134186,168,146,308,185
ENSG00000143107,0,0,0,17
ENSG00000116266,77,75,66,65
ENSG00000162641,11,8,5,4
ENSG00000274068,0,0,2,0
ENSG00000121957,64,65,83,112
ENSG00000121940,68,70,185,131
ENSG00000085433,0,4,6,8
ENSG00000197780,10,7,107,78
ENSG00000215717,37,42,94,44
ENSG00000116299,67,52,7,14
ENSG00000031698,683,589,1048,337
ENSG00000143126,124,108,0,5
ENSG00000134222,0,0,3,2
ENSG00000221986,0,0,0,0
ENSG00000134243,16,13,134,17
ENSG00000143106,84,77,259,168
ENSG00000143028,43,37,89,22
ENSG00000162650,10,9,12,11
ENSG00000174151,11,13,3,2
ENSG00000181754,24,13,0,43
ENSG00000156097,0,0,0,0
ENSG00000065135,163,137,551,194
ENSG00000134183,3,0,0,2
ENSG00000116337,41,34,110,139
ENSG00000168765,139,142,66,41
ENSG00000213366,308,286,33,12
ENSG00000134184,449,349,16,8
ENSG00000134201,21,11,2,8
ENSG00000134202,75,93,4,63
ENSG00000198758,0,1,0,1
ENSG00000184371,109,87,90,87
ENSG00000168710,336,307,468,480
ENSG00000143093,32,53,12,45
ENSG00000156150,0,0,0,0
ENSG00000186150,0,0,0,0
ENSG00000197106,0,0,0,0
ENSG00000116396,74,73,41,37
ENSG00000162775,12,7,1,11
ENSG00000168679,38,32,1,10
ENSG00000134248,217,187,362,183
ENSG00000177301,6,2,3,4
ENSG00000177272,0,0,0,0
ENSG00000143119,18,13,139,21
ENSG00000121931,65,67,86,109
ENSG00000156171,16,17,183,97
ENSG00000134255,123,100,224,72
ENSG00000162777,3,3,137,34
ENSG00000064886,0,2,0,1
ENSG00000134216,0,0,0,0
ENSG00000173947,0,0,1,0
ENSG00000085465,6,5,36,42
ENSG00000116455,64,72,224,67
ENSG00000116459,286,291,1007,545
ENSG00000143110,58,50,59,52
ENSG00000121933,19,17,33,40
ENSG00000282608,95,79,5,2
ENSG00000116473,29,27,388,225
ENSG00000197852,17,26,29,11
ENSG00000064703,2,2,23,10
ENSG00000171385,51,48,81,190
ENSG00000143079,85,94,4,26
ENSG00000134245,92,76,5,17
ENSG00000007341,93,72,13,27
ENSG00000116489,39,22,508,289
ENSG00000155363,65,66,142,75
ENSG00000155366,286,255,570,374
ENSG00000271810,74,72,185,112
ENSG00000155367,3,1,0,3
ENSG00000184599,0,0,0,0
ENSG00000155380,181,159,352,148
ENSG00000198799,331,288,13,37
ENSG00000081026,188,192,29,105
ENSG00000116793,76,63,2,40
ENSG00000081019,12,11,45,25
ENSG00000134242,45,35,6,7
ENSG00000188761,47,59,4,9
ENSG00000134262,33,23,7,27
ENSG00000118655,0,0,0,19
ENSG00000163349,90,92,326,195
ENSG00000116774,14,13,275,57
ENSG00000197323,154,131,100,119
ENSG00000116752,38,30,145,66
ENSG00000175984,110,94,26,24
ENSG00000213281,19,20,171,43
ENSG00000009307,651,606,1038,580
ENSG00000052723,56,49,151,45
ENSG00000198765,5,10,3,6
ENSG00000134198,0,0,0,0
ENSG00000134259,0,1,0,13
ENSG00000173218,36,34,11,44
ENSG00000118729,0,1,0,0
ENSG00000163393,15,16,10,2
ENSG00000173212,496,498,45,94
ENSG00000163399,173,144,490,316
ENSG00000116815,12,8,102,24
ENSG00000143061,97,103,0,9
ENSG00000116824,0,1,0,0
ENSG00000134247,4,3,97,58
ENSG00000134256,0,0,0,0
ENSG00000116830,43,33,9,26
ENSG00000134253,28,31,2,4
ENSG00000134258,0,0,36,11
ENSG00000198162,264,219,242,332
ENSG00000183508,3,1,43,57
ENSG00000196505,22,16,106,54
ENSG00000065183,56,60,87,61
ENSG00000155761,0,0,0,0
ENSG00000092607,20,13,335,9
ENSG00000116874,24,24,12,14
ENSG00000116882,174,164,57,325
ENSG00000203859,5,2,0,0
ENSG00000203857,0,0,0,1
ENSG00000143067,0,0,28,4
ENSG00000092621,304,274,358,568
ENSG00000134240,5763,5357,1262,1097
ENSG00000134193,0,109,23,125
ENSG00000134250,116,115,146,230
ENSG00000265808,392,360,423,257
ENSG00000273136,132,107,34,43
ENSG00000263353,4,2,10,9
ENSG00000198019,0,1,71,16
ENSG00000188610,0,0,0,0
ENSG00000171943,53,67,78,62
ENSG00000203818,0,0,0,0
ENSG00000263513,0,0,0,0
ENSG00000271567,3,5,10,9
ENSG00000266338,146,113,78,62
ENSG00000279782,2,3,5,3
ENSG00000196369,57,40,51,63
ENSG00000215784,0,0,0,0
ENSG00000256374,3,2,8,6
ENSG00000162825,721,648,215,257
ENSG00000117262,37,36,64,64
ENSG00000174827,158,160,365,167
ENSG00000117281,4,5,1,0
ENSG00000265491,276,233,109,126
ENSG00000186141,61,60,16,38
ENSG00000186364,3,5,40,15
ENSG00000131788,3,5,4,41
ENSG00000198483,51,38,0,21
ENSG00000143127,17,17,2,21
ENSG00000131779,249,223,101,178
ENSG00000265241,166,117,453,275
ENSG00000280778,23,22,95,33
ENSG00000271601,324,320,275,148
ENSG00000272031,0,0,0,0
ENSG00000121851,32,41,422,122
ENSG00000265972,258,244,72,81
ENSG00000168509,440,420,209,1030
ENSG00000271425,484,488,163,201
ENSG00000213240,77,83,52,41
ENSG00000264343,145,131,87,95
ENSG00000270339,0,0,0,1
ENSG00000268043,163,150,110,89
ENSG00000131791,189,187,30,106
ENSG00000131781,611,554,235,651
ENSG00000131778,34,18,66,100
ENSG00000116128,11,17,12,2
ENSG00000162836,44,39,39,94
ENSG00000265107,10,7,3,8
ENSG00000188092,54,46,63,59
ENSG00000263956,126,104,73,48
ENSG00000236334,43,47,58,51
ENSG00000270629,406,411,168,199
ENSG00000178104,143,141,187,313
ENSG00000269713,417,376,77,130
ENSG00000271383,351,299,117,167
ENSG00000263464,19,18,79,31
ENSG00000150337,0,0,131,26
ENSG00000203814,0,2,7,8
ENSG00000183598,4,2,0,0
ENSG00000270882,19,18,46,18
ENSG00000203811,39,38,0,1
ENSG00000203812,103,102,53,62
ENSG00000184678,21,23,59,61
ENSG00000272196,111,112,57,72
ENSG00000203852,45,44,0,0
ENSG00000270276,15,14,32,13
ENSG00000184260,41,34,16,21
ENSG00000184270,0,1,0,5
ENSG00000178096,6,3,49,55
ENSG00000159164,22,28,7,7
ENSG00000143368,77,47,121,62
ENSG00000014914,0,0,24,1
ENSG00000264522,117,92,127,106
ENSG00000136631,23,16,23,37
ENSG00000023902,36,39,32,14
ENSG00000143401,27,16,155,88
ENSG00000118298,29,23,4,5
ENSG00000117362,255,263,188,166
ENSG00000118292,26,24,16,25
ENSG00000159208,25,21,1,11
ENSG00000266472,104,98,280,199
ENSG00000117360,68,69,66,32
ENSG00000163125,118,85,71,96
ENSG00000143374,96,85,21,28
ENSG00000143369,50,53,140,61
ENSG00000143382,52,37,26,56
ENSG00000143384,406,384,446,308
ENSG00000143420,232,228,128,153
ENSG00000143457,18,20,94,17
ENSG00000143452,0,0,0,0
ENSG00000163131,188,181,455,213
ENSG00000143387,0,0,48,3
ENSG00000143437,74,78,230,210
ENSG00000143379,89,86,72,58
ENSG00000143418,362,314,704,438
ENSG00000143412,315,293,210,183
ENSG00000143409,28,32,76,33
ENSG00000143363,161,189,173,50
ENSG00000163141,18,21,13,3
ENSG00000143443,28,154,113,85
ENSG00000197622,48,182,68,89
ENSG00000213190,60,54,1,7
ENSG00000143458,296,292,39,59
ENSG00000143434,13,8,2,5
ENSG00000163154,6,11,25,20
ENSG00000163156,104,66,60,59
ENSG00000163155,8,7,7,30
ENSG00000163157,0,0,0,0
ENSG00000163159,14,15,102,84
ENSG00000143398,15,10,33,16
ENSG00000159352,293,279,491,345
ENSG00000143373,60,55,31,103
ENSG00000143393,28,37,107,80
ENSG00000143390,12,7,20,94
ENSG00000143416,193,210,638,910
ENSG00000159377,256,258,582,717
ENSG00000143442,242,208,98,87
ENSG00000143375,87,84,131,117
ENSG00000143367,26,20,12,6
ENSG00000143376,129,144,71,118
ENSG00000159409,0,0,0,0
ENSG00000178796,0,0,0,0
ENSG00000143436,37,40,144,98
ENSG00000143450,19,19,19,11
ENSG00000182134,6,2,25,26
ENSG00000213171,1,3,2,5
ENSG00000143365,171,172,121,100
ENSG00000225556,0,1,0,0
ENSG00000196407,0,0,0,0
ENSG00000159445,66,68,52,65
ENSG00000197747,114,117,540,239
ENSG00000163191,31,37,466,114
ENSG00000159450,0,0,10,0
ENSG00000197915,6,5,0,7
ENSG00000143631,0,0,0,0
ENSG00000143520,12,8,0,7
ENSG00000169509,0,0,0,0
ENSG00000163202,0,0,0,0
ENSG00000187223,0,0,0,0
ENSG00000203786,0,0,0,0
ENSG00000186226,0,0,0,0
ENSG00000163207,0,0,0,0
ENSG00000169474,0,1,0,0
ENSG00000163209,0,4,0,0
ENSG00000169469,1,2,0,0
ENSG00000163216,0,0,0,0
ENSG00000203783,0,0,0,0
ENSG00000163218,0,0,0,0
ENSG00000163220,2,0,675,93
ENSG00000163221,0,0,59,1
ENSG00000143546,4,3,256,90
ENSG00000184330,0,0,0,0
ENSG00000143556,0,0,0,0
ENSG00000197956,66,78,257,171
ENSG00000196420,0,0,0,0
ENSG00000196154,0,2,53,160
ENSG00000188015,0,0,11,0
ENSG00000196754,0,0,1,0
ENSG00000188643,347,330,741,454
ENSG00000189334,1,3,60,31
ENSG00000189171,18,16,234,78
ENSG00000160678,3,3,3,0
ENSG00000160679,59,55,285,126
ENSG00000143553,96,92,166,79
ENSG00000143621,38,33,255,93
ENSG00000169418,42,25,60,14
ENSG00000143624,474,393,46,117
ENSG00000279767,161,158,17,79
ENSG00000143554,134,125,49,103
ENSG00000143614,66,70,20,19
ENSG00000198837,111,116,55,88
ENSG00000160741,76,73,13,17
ENSG00000143570,43,36,369,148
ENSG00000143578,87,74,44,34
ENSG00000143543,538,537,751,787
ENSG00000143545,189,160,337,192
ENSG00000177954,1048,1036,3238,1355
ENSG00000143552,0,1,0,0
ENSG00000143549,341,304,679,451
ENSG00000163263,0,0,0,0
ENSG00000143612,400,358,773,483
ENSG00000143569,186,170,230,89
ENSG00000143575,257,248,461,259
ENSG00000143595,0,0,0,0
ENSG00000143515,27,19,2,10
ENSG00000160712,745,657,58,159
ENSG00000169291,26,41,18,55
ENSG00000163239,0,0,1,0
ENSG00000160714,24,23,15,69
ENSG00000160716,0,0,0,0
ENSG00000160710,469,448,532,697
ENSG00000143603,22,26,0,6
ENSG00000163344,187,177,329,180
ENSG00000163346,7,5,62,61
ENSG00000163348,62,60,320,164
ENSG00000160691,148,145,1159,386
ENSG00000173207,63,43,183,87
ENSG00000160688,190,159,257,144
ENSG00000163352,0,0,0,0
ENSG00000160685,58,71,38,28
ENSG00000163354,30,38,1,1
ENSG00000163357,1,2,8,3
ENSG00000143537,149,136,122,81
ENSG00000243364,0,0,12,26
ENSG00000251246,0,0,10,1
ENSG00000143590,4,4,27,3
ENSG00000169242,959,890,1750,845
ENSG00000169241,98,70,120,137
ENSG00000179085,19,14,97,95
ENSG00000163463,421,329,500,406
ENSG00000273088,378,299,495,399
ENSG00000163462,15,14,3,0
ENSG00000185499,0,0,3,1
ENSG00000169231,36,31,25,5
ENSG00000173171,42,50,80,118
ENSG00000177628,36,34,211,186
ENSG00000160767,124,83,7,39
ENSG00000116521,147,111,178,164
ENSG00000176444,141,141,22,126
ENSG00000143630,27,22,13,75
ENSG00000143627,17,15,41,110
ENSG00000160752,330,321,848,961
ENSG00000160753,4,9,48,21
ENSG00000116539,277,243,110,186
ENSG00000125459,56,60,112,23
ENSG00000163374,109,97,119,67
ENSG00000132676,211,164,279,155
ENSG00000116580,118,128,70,90
ENSG00000132718,6,8,3,3
ENSG00000143622,2,6,73,43
ENSG00000132680,52,54,24,28
ENSG00000173080,0,0,0,0
ENSG00000116584,3,6,11,28
ENSG00000163479,185,189,770,308
ENSG00000160803,244,241,53,107
ENSG00000116586,209,204,321,274
ENSG00000132698,0,0,0,5
ENSG00000254726,5,10,0,8
ENSG00000160789,442,363,495,185
ENSG00000196189,12,10,11,2
ENSG00000160785,62,48,87,227
ENSG00000260238,41,30,58,68
ENSG00000160783,84,83,117,186
ENSG00000242252,15,8,12,7
ENSG00000160781,0,0,0,0
ENSG00000198952,322,315,195,126
ENSG00000163472,79,76,116,75
ENSG00000198715,118,118,194,137
ENSG00000163468,388,333,902,267
ENSG00000163467,11,8,6,4
ENSG00000132677,36,29,3,36
ENSG00000125462,79,78,10,24
ENSG00000116604,94,94,40,33
ENSG00000183856,0,1,4,7
ENSG00000163382,106,94,334,335
ENSG00000160818,80,75,243,38
ENSG00000132692,0,0,0,5
ENSG00000132688,3,4,20,19
ENSG00000143320,0,0,0,0
ENSG00000143319,66,58,32,74
ENSG00000143303,55,49,11,27
ENSG00000143314,306,260,349,280
ENSG00000143321,391,384,406,652
ENSG00000143294,26,29,79,52
ENSG00000027869,0,0,0,0
ENSG00000198400,0,0,0,0
ENSG00000187800,20,23,2,27
ENSG00000160838,0,0,0,0
ENSG00000132694,26,22,22,13
ENSG00000253831,1,0,0,0
ENSG00000117036,18,13,34,17
ENSG00000143297,44,41,4,10
ENSG00000163518,0,0,0,0
ENSG00000160856,0,0,0,0
ENSG00000132704,15,12,0,5
ENSG00000163534,2,0,0,0
ENSG00000073754,2,4,376,51
ENSG00000183853,0,0,0,3
ENSG00000158473,70,71,0,9
ENSG00000158477,0,0,0,0
ENSG00000158481,0,0,0,0
ENSG00000158485,0,0,0,0
ENSG00000158488,0,0,6,0
ENSG00000163554,0,0,0,0
ENSG00000163563,0,2,46,9
ENSG00000163564,65,29,1,10
ENSG00000163565,39,28,261,78
ENSG00000163568,0,2,7,0
ENSG00000162706,0,0,5,0
ENSG00000213088,0,0,10,0
ENSG00000179639,0,0,0,2
ENSG00000196184,0,0,0,0
ENSG00000184155,0,0,0,0
ENSG00000132703,3022,2750,13019,8233
ENSG00000132693,3523,3288,52686,8322
ENSG00000158716,164,147,515,362
ENSG00000181036,0,0,0,5
ENSG00000158714,0,0,4,1
ENSG00000188004,0,0,0,1
ENSG00000243284,0,0,0,0
ENSG00000256029,0,0,0,0
ENSG00000213085,0,0,0,0
ENSG00000158710,335,304,1183,314
ENSG00000085552,14,8,284,56
ENSG00000162723,54,63,0,0
ENSG00000143315,126,123,260,230
ENSG00000177807,4,1,5,0
ENSG00000162728,0,0,0,0
ENSG00000162729,64,64,27,53
ENSG00000018625,15,17,2,4
ENSG00000132681,29,32,3,5
ENSG00000143318,10,8,0,0
ENSG00000162734,75,68,181,93
ENSG00000132716,154,126,280,187
ENSG00000258465,26,31,106,39
ENSG00000162735,47,40,381,149
ENSG00000122218,137,127,354,185
ENSG00000162736,26,25,197,110
ENSG00000171786,0,0,0,0
ENSG00000162738,0,0,22,0
ENSG00000162739,5,2,2,1
ENSG00000066294,71,48,72,32
ENSG00000117090,0,0,0,0
ENSG00000117091,0,0,7,17
ENSG00000026751,18,17,3,2
ENSG00000122224,25,32,11,6
ENSG00000122223,2,0,0,27
ENSG00000179914,94,105,11,9
ENSG00000158764,2,2,0,0
ENSG00000158769,274,283,527,247
ENSG00000270149,156,159,337,152
ENSG00000215845,112,127,11,42
ENSG00000158773,10,12,1,9
ENSG00000186517,51,31,90,22
ENSG00000143217,2,2,0,1
ENSG00000162755,0,0,0,1
ENSG00000143256,36,31,118,89
ENSG00000158793,199,199,79,153
ENSG00000158796,58,56,153,93
ENSG00000143222,213,173,208,137
ENSG00000143258,65,58,81,27
ENSG00000143224,14,6,43,14
ENSG00000158850,45,40,129,91
ENSG00000158859,73,91,215,25
ENSG00000158864,175,162,634,410
ENSG00000158869,46,52,674,116
ENSG00000158874,11921,10828,41888,29962
ENSG00000158882,296,308,82,170
ENSG00000143257,853,785,46,333
ENSG00000248485,51,37,17,26
ENSG00000158887,35,35,7,2
ENSG00000143252,586,563,551,607
ENSG00000188931,18,13,5,14
ENSG00000143226,8,2,33,16
ENSG00000173110,0,2,20,3
ENSG00000203747,95,98,440,87
ENSG00000072694,44,46,273,90
ENSG00000162747,34,34,94,21
ENSG00000132185,0,0,0,0
ENSG00000162746,0,0,0,0
ENSG00000081721,67,50,40,33
ENSG00000118217,183,192,207,136
ENSG00000162745,0,0,0,0
ENSG00000198929,41,45,43,19
ENSG00000254706,0,0,12,3
ENSG00000239887,9,7,12,56
ENSG00000171722,0,0,0,1
ENSG00000198574,0,0,0,0
ENSG00000152332,138,106,212,219
ENSG00000117143,50,61,554,286
ENSG00000162733,3,1,95,43
ENSG00000132196,114,105,115,116
ENSG00000185860,0,0,0,0
ENSG00000117152,0,0,9,0
ENSG00000143248,153,150,599,96
ENSG00000143228,0,0,19,9
ENSG00000185630,28,30,126,30
ENSG00000162761,0,0,0,0
ENSG00000143171,0,0,0,0
ENSG00000143198,209,199,393,228
ENSG00000143149,218,202,722,543
ENSG00000143183,150,157,785,428
ENSG00000143179,113,109,70,14
ENSG00000188859,0,0,5,15
ENSG00000143157,62,61,91,65
ENSG00000152382,92,84,154,281
ENSG00000143195,13,6,2,10
ENSG00000143194,9,6,22,8
ENSG00000143167,0,1,0,0
ENSG00000198842,0,0,0,0
ENSG00000143190,68,65,96,76
ENSG00000198821,0,0,0,10
ENSG00000143162,904,809,794,680
ENSG00000198771,34,30,12,39
ENSG00000197965,24,25,178,104
ENSG00000143199,24,33,1,3
ENSG00000143158,681,652,1233,936
ENSG00000143164,308,250,370,248
ENSG00000143147,20,20,5,5
ENSG00000143155,102,100,212,65
ENSG00000213064,432,460,97,177
ENSG00000143178,7,12,4,3
ENSG00000143185,0,0,0,0
ENSG00000143184,0,0,0,0
ENSG00000143196,0,0,41,2
ENSG00000143153,269,290,451,369
ENSG00000143156,131,141,168,164
ENSG00000117475,78,71,82,50
ENSG00000117477,0,0,0,1
ENSG00000117479,65,64,32,30
ENSG00000198734,1974,1883,1058,1659
ENSG00000174175,0,0,0,14
ENSG00000000460,19,15,61,25
ENSG00000188404,0,0,9,5
ENSG00000007908,10,10,0,54
ENSG00000171806,1,3,0,15
ENSG00000000457,24,33,47,42
ENSG00000075945,19,23,43,45
ENSG00000120370,2,3,57,29
ENSG00000116132,0,0,0,0
ENSG00000117501,0,0,0,0
ENSG00000007933,326,335,302,667
ENSG00000094963,34,28,34,8
ENSG00000010932,2,1,6,1
ENSG00000076258,75,71,19,50
ENSG00000117523,656,695,551,312
ENSG00000117533,8,5,67,57
ENSG00000010165,157,112,50,40
ENSG00000197959,10,11,0,5
ENSG00000135845,22,15,64,65
ENSG00000180999,0,0,1,1
ENSG00000094975,24,12,153,29
ENSG00000117560,1,0,0,0
ENSG00000117586,0,0,0,3
ENSG00000117592,1154,1071,955,1608
ENSG00000162753,0,0,0,0
ENSG00000183831,11,10,1,1
ENSG00000076321,14,9,33,49
ENSG00000120334,38,40,49,26
ENSG00000117593,10,9,127,112
ENSG00000185278,93,79,16,31
ENSG00000117601,5329,5028,5051,8607
ENSG00000135870,210,221,70,172
ENSG00000152061,161,155,27,143
ENSG00000116161,152,147,204,234
ENSG00000120333,40,44,281,58
ENSG00000120332,0,0,0,4
ENSG00000235750,41,47,72,24
ENSG00000116147,0,2,0,1
ENSG00000143207,25,28,179,78
ENSG00000116183,3,3,2,18
ENSG00000152092,0,0,0,0
ENSG00000198797,0,1,0,1
ENSG00000120341,236,223,109,169
ENSG00000075391,26,22,34,19
ENSG00000240021,3,3,0,6
ENSG00000116191,139,100,106,180
ENSG00000116194,14,23,23,20
ENSG00000116199,99,107,69,78
ENSG00000186283,81,69,100,83
ENSG00000143322,158,159,34,74
ENSG00000057252,52,40,105,87
ENSG00000162779,0,0,0,0
ENSG00000162782,0,0,0,0
ENSG00000143340,0,0,0,2
ENSG00000169905,642,527,575,436
ENSG00000143337,182,183,74,96
ENSG00000135837,272,300,337,136
ENSG00000116260,87,108,411,170
ENSG00000121454,0,0,0,4
ENSG00000230124,6,8,29,40
ENSG00000143324,21,16,16,33
ENSG00000135835,21,14,2,3
ENSG00000135823,94,91,12,37
ENSG00000153029,42,48,38,43
ENSG00000162783,21,16,4,19
ENSG00000198216,0,0,0,0
ENSG00000179930,0,0,0,1
ENSG00000135821,547,443,1317,1063
ENSG00000203730,4,8,0,0
ENSG00000121446,44,19,2,5
ENSG00000135828,162,165,64,8
ENSG00000143333,0,0,12,7
ENSG00000135838,62,49,62,32
ENSG00000135829,121,110,189,96
ENSG00000157060,7,3,1,1
ENSG00000135862,102,75,179,101
ENSG00000058085,4,8,0,2
ENSG00000157064,0,1,1,0
ENSG00000116698,178,161,42,83
ENSG00000116701,0,0,0,16
ENSG00000162704,200,188,449,216
ENSG00000143344,2,3,179,148
ENSG00000173627,0,0,0,0
ENSG00000198756,0,0,0,0
ENSG00000198860,160,164,147,82
ENSG00000116667,50,58,44,53
ENSG00000116406,141,107,351,151
ENSG00000135842,31,39,1,20
ENSG00000121481,14,10,54,26
ENSG00000121486,103,109,94,71
ENSG00000116668,1,2,13,10
ENSG00000116679,137,99,345,164
ENSG00000143341,10,6,33,22
ENSG00000116690,3390,3116,3721,3807
ENSG00000047410,446,431,703,856
ENSG00000157181,51,80,201,76
ENSG00000262180,0,0,0,0
ENSG00000116703,0,0,0,0
ENSG00000073756,0,0,0,0
ENSG00000116711,2,6,0,7
ENSG00000162670,0,0,0,0
ENSG00000150681,0,1,0,0
ENSG00000090104,10,6,35,0
ENSG00000127074,1,2,0,0
ENSG00000116741,15,6,127,7
ENSG00000116750,29,35,200,87
ENSG00000116747,156,139,374,136
ENSG00000023572,19,21,78,64
ENSG00000134371,327,274,175,90
ENSG00000162630,39,46,0,0
ENSG00000162687,83,75,41,74
ENSG00000000971,3586,3324,7292,6493
ENSG00000116785,1114,1092,2800,2149
ENSG00000276911,1661,1507,1838,1697
ENSG00000244414,3187,2928,4225,4493
ENSG00000134365,290,251,1112,862
ENSG00000080910,1596,1447,1743,1654
ENSG00000134389,457,457,381,391
ENSG00000143278,84,87,472,283
ENSG00000066279,0,1,28,19
ENSG00000177888,31,39,38,36
ENSG00000134376,3,7,0,0
ENSG00000213047,67,76,96,29
ENSG00000203724,0,0,34,31
ENSG00000143355,0,2,0,2
ENSG00000151414,139,139,99,104
ENSG00000081237,4,3,219,35
ENSG00000116833,341,319,180,107
ENSG00000162702,397,360,200,111
ENSG00000118193,4,11,1,23
ENSG00000118197,25,18,116,3
ENSG00000118200,44,34,235,12
ENSG00000163362,33,31,2,3
ENSG00000116852,4,3,15,2
ENSG00000081248,0,0,0,0
ENSG00000232237,0,0,0,0
ENSG00000116857,318,291,374,167
ENSG00000163395,0,0,0,0
ENSG00000081277,0,0,0,0
ENSG00000118194,10,8,0,4
ENSG00000159166,68,64,111,32
ENSG00000159173,19,11,1,8
ENSG00000174307,15,11,1,4
ENSG00000159176,116,105,397,301
ENSG00000134369,132,114,10,39
ENSG00000198700,138,132,92,68
ENSG00000198892,3,3,20,17
