Ensembl,Disease_1,Disease_2,Disease_3
ENSG00000198758,0,0,29
ENSG00000184371,58,37,25
ENSG00000168710,423,365,122
ENSG00000143093,54,52,67
ENSG00000156150,2,0,0
ENSG00000186150,0,0,0
ENSG00000197106,0,0,0
ENSG00000116396,60,30,23
ENSG00000162775,44,35,19
ENSG00000168679,28,27,8
ENSG00000134248,256,174,125
ENSG00000177301,4,0,17
ENSG00000177272,14,13,4
ENSG00000143119,98,70,21
ENSG00000121931,18,12,26
ENSG00000156171,74,93,41
ENSG00000134255,98,89,24
ENSG00000162777,38,28,13
ENSG00000064886,0,0,0
ENSG00000134216,0,0,0
ENSG00000173947,0,0,6
ENSG00000085465,52,22,65
ENSG00000116455,99,75,38
ENSG00000116459,928,784,245
ENSG00000143110,61,64,52
ENSG00000121933,6,2,4
ENSG00000282608,0,1,24
ENSG00000116473,161,157,122
ENSG00000197852,15,10,19
ENSG00000064703,31,30,21
ENSG00000171385,174,168,0
ENSG00000143079,55,39,54
ENSG00000134245,32,42,46
ENSG00000007341,74,78,51
ENSG00000116489,186,184,102
ENSG00000155363,218,185,204
ENSG00000155366,489,353,336
ENSG00000271810,156,112,74
ENSG00000155367,0,0,0
ENSG00000184599,0,0,0
ENSG00000155380,130,135,49
ENSG00000198799,80,68,104
ENSG00000081026,88,73,35
ENSG00000116793,43,30,45
ENSG00000081019,45,41,18
ENSG00000134242,28,16,12
ENSG00000188761,26,23,24
ENSG00000134262,45,39,37
ENSG00000118655,2,2,17
ENSG00000163349,136,120,67
ENSG00000116774,48,39,14
ENSG00000197323,117,98,97
ENSG00000116752,101,81,20
ENSG00000175984,77,61,56
ENSG00000213281,92,81,61
ENSG00000009307,573,436,152
ENSG00000052723,84,48,12
ENSG00000198765,7,4,8
ENSG00000134198,0,0,0
ENSG00000134259,3,2,0
ENSG00000173218,31,13,20
ENSG00000118729,0,0,0
ENSG00000163393,3,1,16
ENSG00000173212,128,110,183
ENSG00000163399,375,318,270
ENSG00000116815,31,17,30
ENSG00000143061,10,12,24
ENSG00000116824,35,40,73
ENSG00000134247,43,33,20
ENSG00000134256,2,2,0
ENSG00000116830,23,23,39
ENSG00000134253,15,14,27
ENSG00000134258,0,0,0
ENSG00000198162,266,201,93
ENSG00000183508,65,40,63
ENSG00000196505,31,39,17
ENSG00000065183,124,75,50
ENSG00000155761,0,0,1
ENSG00000092607,97,98,17
ENSG00000116874,38,49,6
ENSG00000116882,917,791,48
ENSG00000203859,5,0,0
ENSG00000203857,0,0,0
ENSG00000143067,9,3,8
ENSG00000092621,1039,873,100
ENSG00000134240,6521,5423,899
ENSG00000134193,6,27,5
ENSG00000134250,378,303,216
ENSG00000265808,397,344,119
ENSG00000273136,104,80,35
ENSG00000263353,4,12,12
ENSG00000198019,10,12,21
ENSG00000188610,6,4,0
ENSG00000171943,53,31,26
ENSG00000203818,1,0,1
ENSG00000263513,4,4,0
ENSG00000271567,9,10,11
ENSG00000266338,262,217,75
ENSG00000279782,6,7,5
ENSG00000196369,47,27,18
ENSG00000215784,2,5,0
ENSG00000256374,7,6,8
ENSG00000162825,812,664,495
ENSG00000117262,72,36,32
ENSG00000174827,234,214,393
ENSG00000117281,2,1,2
ENSG00000265491,177,169,113
ENSG00000186141,84,70,34
ENSG00000186364,6,8,14
ENSG00000131788,31,23,74
ENSG00000198483,2,2,13
ENSG00000143127,21,14,11
ENSG00000131779,243,222,235
ENSG00000265241,283,257,403
ENSG00000280778,72,55,47
ENSG00000271601,159,140,281
ENSG00000272031,0,0,3
ENSG00000121851,206,184,281
ENSG00000265972,1039,911,558
ENSG00000168509,585,508,1341
ENSG00000271425,502,463,378
ENSG00000213240,192,194,159
ENSG00000264343,390,353,384
ENSG00000270339,0,5,0
ENSG00000268043,344,292,104
ENSG00000131791,310,287,279
ENSG00000131781,731,611,477
ENSG00000131778,164,152,134
ENSG00000116128,24,19,128
ENSG00000162836,86,53,92
ENSG00000265107,0,0,0
ENSG00000188092,45,28,34
ENSG00000263956,212,161,47
ENSG00000236334,77,71,66
ENSG00000270629,587,502,409
ENSG00000178104,470,402,201
ENSG00000269713,469,405,233
ENSG00000271383,530,429,394
ENSG00000263464,54,53,53
ENSG00000150337,16,10,39
ENSG00000203814,8,5,4
ENSG00000183598,1,2,1
ENSG00000270882,10,8,6
ENSG00000203811,0,0,1
ENSG00000203812,96,90,58
ENSG00000184678,49,35,24
ENSG00000272196,92,82,74
ENSG00000203852,0,1,5
ENSG00000270276,16,12,5
ENSG00000184260,79,65,67
ENSG00000184270,1,0,0
ENSG00000178096,52,54,81
ENSG00000159164,10,2,11
ENSG00000143368,109,81,151
ENSG00000014914,8,7,5
ENSG00000264522,73,81,137
ENSG00000136631,113,94,103
ENSG00000023902,18,11,31
ENSG00000143401,75,59,70
ENSG00000118298,58,49,19
ENSG00000117362,270,237,174
ENSG00000118292,66,89,12
ENSG00000159208,10,6,34
ENSG00000266472,317,225,290
ENSG00000117360,88,84,82
ENSG00000163125,124,91,68
ENSG00000143374,145,107,37
ENSG00000143369,89,82,0
ENSG00000143382,124,121,107
ENSG00000143384,545,452,423
ENSG00000143420,203,177,164
ENSG00000143457,10,23,43
ENSG00000143452,3,2,0
ENSG00000163131,373,351,161
ENSG00000143387,6,11,14
ENSG00000143437,280,229,178
ENSG00000143379,78,55,221
ENSG00000143418,721,552,392
ENSG00000143412,136,125,62
ENSG00000143409,117,103,92
ENSG00000143363,169,104,120
ENSG00000163141,13,10,10
ENSG00000143443,159,202,85
ENSG00000197622,236,277,191
ENSG00000213190,33,22,50
ENSG00000143458,99,74,137
ENSG00000143434,24,11,73
ENSG00000163154,9,2,14
ENSG00000163156,104,94,41
ENSG00000163155,40,41,71
ENSG00000163157,0,0,0
ENSG00000163159,50,47,135
ENSG00000143398,37,33,51
ENSG00000159352,418,342,408
ENSG00000143373,155,111,180
ENSG00000143393,184,163,205
ENSG00000143390,57,42,35
ENSG00000143416,2018,1575,669
ENSG00000159377,748,565,765
ENSG00000143442,212,196,257
ENSG00000143375,220,155,100
ENSG00000143367,14,14,27
ENSG00000143376,109,79,128
ENSG00000159409,0,0,0
ENSG00000178796,0,0,0
ENSG00000143436,125,115,122
ENSG00000143450,20,12,29
ENSG00000182134,36,13,62
ENSG00000213171,12,12,14
ENSG00000143365,577,463,459
ENSG00000225556,0,0,0
ENSG00000196407,0,0,4
ENSG00000159445,86,68,96
ENSG00000197747,327,287,856
ENSG00000163191,136,116,188
ENSG00000159450,3,2,0
ENSG00000197915,65,29,2
ENSG00000143631,14,9,0
ENSG00000143520,5,1,5
ENSG00000169509,0,0,0
ENSG00000163202,0,0,0
ENSG00000187223,5,2,0
ENSG00000203786,0,0,0
ENSG00000186226,0,0,0
ENSG00000163207,0,0,0
ENSG00000169474,0,0,0
ENSG00000163209,0,0,1
ENSG00000169469,0,0,1
ENSG00000163216,0,0,0
ENSG00000203783,1,0,0
ENSG00000163218,0,0,0
ENSG00000163220,149,129,54
ENSG00000163221,1,0,0
ENSG00000143546,54,52,25
ENSG00000184330,0,0,0
ENSG00000143556,0,0,0
ENSG00000197956,96,117,173
ENSG00000196420,0,0,0
ENSG00000196154,135,135,248
ENSG00000188015,0,0,0
ENSG00000196754,0,0,0
ENSG00000188643,674,578,460
ENSG00000189334,39,36,18
ENSG00000189171,137,110,168
ENSG00000160678,0,3,1
ENSG00000160679,199,156,286
ENSG00000143553,151,125,66
ENSG00000143621,180,151,127
ENSG00000169418,42,33,2
ENSG00000143624,178,147,271
ENSG00000279767,57,50,118
ENSG00000143554,142,115,92
ENSG00000143614,51,30,27
ENSG00000198837,142,99,242
ENSG00000160741,89,72,56
ENSG00000143570,125,123,131
ENSG00000143578,94,92,20
ENSG00000143543,835,727,681
ENSG00000143545,183,155,207
ENSG00000177954,2037,1749,2530
ENSG00000143552,0,1,0
ENSG00000143549,529,476,542
ENSG00000163263,0,0,0
ENSG00000143612,496,431,370
ENSG00000143569,112,110,111
ENSG00000143575,462,375,177
ENSG00000143595,0,0,4
ENSG00000143515,21,24,13
ENSG00000160712,850,757,183
ENSG00000169291,20,16,25
ENSG00000163239,8,5,5
ENSG00000160714,134,87,140
ENSG00000160716,0,0,0
ENSG00000160710,559,461,699
ENSG00000143603,15,12,47
ENSG00000163344,432,334,251
ENSG00000163346,158,126,74
ENSG00000163348,242,217,752
ENSG00000160691,446,351,1890
ENSG00000173207,127,90,128
ENSG00000160688,284,228,288
ENSG00000163352,0,0,0
ENSG00000160685,45,46,45
ENSG00000163354,11,15,2
ENSG00000163357,1,7,0
ENSG00000143537,193,121,109
ENSG00000243364,9,9,20
ENSG00000251246,0,1,0
ENSG00000143590,0,0,0
ENSG00000169242,1150,963,2205
ENSG00000169241,136,109,127
ENSG00000179085,171,95,123
ENSG00000163463,595,447,574
ENSG00000273088,566,429,522
ENSG00000163462,4,1,2
ENSG00000185499,8,11,14
ENSG00000169231,81,62,63
ENSG00000173171,205,155,165
ENSG00000177628,260,181,249
ENSG00000160767,65,56,66
ENSG00000116521,336,239,464
ENSG00000176444,124,101,183
ENSG00000143630,153,145,329
ENSG00000143627,778,664,678
ENSG00000160752,2111,1713,1117
ENSG00000160753,50,41,33
ENSG00000116539,253,203,310
ENSG00000125459,22,21,67
ENSG00000163374,116,90,139
ENSG00000132676,236,185,113
ENSG00000116580,133,116,103
ENSG00000132718,37,30,1
ENSG00000143622,34,30,38
ENSG00000132680,36,29,63
ENSG00000173080,0,0,0
ENSG00000116584,14,11,54
ENSG00000163479,417,354,755
ENSG00000160803,107,98,104
ENSG00000116586,501,400,326
ENSG00000132698,0,1,0
ENSG00000254726,11,9,10
ENSG00000160789,529,438,435
ENSG00000196189,47,28,59
ENSG00000160785,199,163,365
ENSG00000260238,115,97,104
ENSG00000160783,210,180,168
ENSG00000242252,25,25,34
ENSG00000160781,11,10,77
ENSG00000198952,135,111,246
ENSG00000163472,71,53,262
ENSG00000198715,113,88,463
ENSG00000163468,386,339,530
ENSG00000163467,1,1,3
ENSG00000132677,41,43,73
ENSG00000125462,42,38,41
ENSG00000116604,127,80,97
ENSG00000183856,3,1,35
ENSG00000163382,724,569,676
ENSG00000160818,97,109,113
ENSG00000132692,0,0,3
ENSG00000132688,12,9,11
ENSG00000143320,0,0,8
ENSG00000143319,73,51,48
ENSG00000143303,90,80,58
ENSG00000143314,492,411,245
ENSG00000143321,512,432,413
ENSG00000143294,60,63,114
ENSG00000027869,8,4,8
ENSG00000198400,2,1,0
ENSG00000187800,52,48,0
ENSG00000160838,1,0,0
ENSG00000132694,15,12,58
ENSG00000253831,0,0,0
ENSG00000117036,14,19,30
ENSG00000143297,23,15,28
ENSG00000163518,0,0,0
ENSG00000160856,43,24,0
ENSG00000132704,12,19,10
ENSG00000163534,0,1,0
ENSG00000073754,249,203,0
ENSG00000183853,6,1,0
ENSG00000158473,13,14,0
ENSG00000158477,0,0,0
ENSG00000158481,3,1,0
ENSG00000158485,0,0,1
ENSG00000158488,0,0,0
ENSG00000163554,0,1,0
ENSG00000163563,4,3,5
ENSG00000163564,27,20,42
ENSG00000163565,61,39,66
ENSG00000163568,2,1,12
ENSG00000162706,0,0,0
ENSG00000213088,34,17,0
ENSG00000179639,4,3,4
ENSG00000196184,1,1,0
ENSG00000184155,4,3,0
ENSG00000132703,8527,7023,5251
ENSG00000132693,5367,4396,6102
ENSG00000158716,460,358,610
ENSG00000181036,0,0,0
ENSG00000158714,3,1,58
ENSG00000188004,0,0,11
ENSG00000243284,0,0,0
ENSG00000256029,0,0,0
ENSG00000213085,0,0,0
ENSG00000158710,683,565,1113
ENSG00000085552,95,84,147
ENSG00000162723,0,0,0
ENSG00000143315,266,235,202
ENSG00000177807,1,0,1
ENSG00000162728,0,0,0
ENSG00000162729,274,216,84
ENSG00000018625,5,10,2
ENSG00000132681,18,18,17
ENSG00000143318,1,6,22
ENSG00000162734,125,83,156
ENSG00000132716,428,363,152
ENSG00000258465,139,140,12
ENSG00000162735,420,361,90
ENSG00000122218,568,391,323
ENSG00000162736,208,144,104
ENSG00000171786,0,0,0
ENSG00000162738,9,7,0
ENSG00000162739,6,13,2
ENSG00000066294,60,60,111
ENSG00000117090,1,0,0
ENSG00000117091,24,16,10
ENSG00000026751,35,25,69
ENSG00000122224,17,14,27
ENSG00000122223,0,0,16
ENSG00000179914,10,12,1
ENSG00000158764,37,25,9
ENSG00000158769,965,806,561
ENSG00000270149,731,633,344
ENSG00000215845,431,399,256
ENSG00000158773,38,36,35
ENSG00000186517,36,24,76
ENSG00000143217,0,0,1
ENSG00000162755,57,44,9
ENSG00000143256,82,87,79
ENSG00000158793,256,232,95
ENSG00000158796,147,117,121
ENSG00000143222,264,226,120
ENSG00000143258,61,38,70
ENSG00000143224,15,23,47
ENSG00000158850,47,41,53
ENSG00000158859,133,88,77
ENSG00000158864,1140,904,479
ENSG00000158869,222,165,152
ENSG00000158874,111404,91268,77737
ENSG00000158882,305,272,249
ENSG00000143257,580,486,249
ENSG00000248485,5,6,26
ENSG00000158887,1,1,3
ENSG00000143252,613,458,360
ENSG00000188931,17,8,35
ENSG00000143226,25,26,42
ENSG00000173110,12,15,29
ENSG00000203747,45,42,36
ENSG00000072694,125,94,43
ENSG00000162747,5,5,8
ENSG00000132185,0,0,237
ENSG00000162746,0,0,7
ENSG00000081721,12,12,26
ENSG00000118217,304,240,333
ENSG00000162745,0,0,6
ENSG00000198929,90,56,67
ENSG00000254706,8,10,8
ENSG00000239887,156,127,15
ENSG00000171722,0,0,0
ENSG00000198574,0,0,5
ENSG00000152332,356,310,211
ENSG00000117143,404,363,124
ENSG00000162733,38,38,18
ENSG00000132196,445,389,111
ENSG00000185860,0,1,0
ENSG00000117152,8,4,0
ENSG00000143248,22,16,28
ENSG00000143228,0,0,5
ENSG00000185630,20,27,13
ENSG00000162761,0,2,0
ENSG00000143171,0,0,0
ENSG00000143198,427,371,200
ENSG00000143149,811,682,177
ENSG00000143183,430,323,354
ENSG00000143179,21,25,46
ENSG00000188859,9,11,4
ENSG00000143157,111,83,333
ENSG00000152382,257,252,45
ENSG00000143195,15,19,0
ENSG00000143194,14,6,4
ENSG00000143167,0,0,0
ENSG00000198842,0,0,0
ENSG00000143190,111,98,98
ENSG00000198821,0,0,10
ENSG00000143162,456,388,39
ENSG00000198771,84,54,38
ENSG00000197965,116,79,129
ENSG00000143199,31,25,7
ENSG00000143158,952,802,852
ENSG00000143164,343,296,144
ENSG00000143147,37,31,6
ENSG00000143155,77,53,128
ENSG00000213064,296,266,303
ENSG00000143178,16,11,15
ENSG00000143185,4,1,22
ENSG00000143184,0,1,18
ENSG00000143196,30,22,0
ENSG00000143153,481,400,691
ENSG00000143156,166,129,347
ENSG00000117475,63,43,26
ENSG00000117477,0,0,0
ENSG00000117479,100,97,18
ENSG00000198734,2288,1914,1662
ENSG00000174175,13,4,6
ENSG00000000460,46,34,32
ENSG00000188404,7,6,1
ENSG00000007908,63,47,0
ENSG00000171806,50,40,31
ENSG00000000457,98,86,51
ENSG00000075945,45,32,41
ENSG00000120370,18,8,34
ENSG00000116132,6,2,0
ENSG00000117501,1,4,1
ENSG00000007933,2018,1763,325
ENSG00000094963,28,28,0
ENSG00000010932,10,5,35
ENSG00000076258,171,116,77
ENSG00000117523,425,358,591
ENSG00000117533,41,54,11
ENSG00000010165,63,59,53
ENSG00000197959,5,8,4
ENSG00000135845,77,65,51
ENSG00000180999,1,0,0
ENSG00000094975,70,57,47
ENSG00000117560,0,0,0
ENSG00000117586,14,7,14
ENSG00000117592,2594,2164,1019
ENSG00000162753,0,0,0
ENSG00000183831,4,8,4
ENSG00000076321,67,50,14
ENSG00000120334,52,66,54
ENSG00000117593,63,58,64
ENSG00000185278,116,88,67
ENSG00000117601,18343,15359,5510
ENSG00000135870,134,104,108
ENSG00000152061,98,72,106
ENSG00000116161,118,114,155
ENSG00000120333,140,106,189
ENSG00000120332,11,7,0
ENSG00000235750,32,25,6
ENSG00000116147,1,1,2
ENSG00000143207,119,79,128
ENSG00000116183,4,0,0
ENSG00000152092,0,0,0
ENSG00000198797,0,0,0
ENSG00000120341,620,483,189
ENSG00000075391,62,52,35
ENSG00000240021,3,2,3
ENSG00000116191,236,201,199
ENSG00000116194,34,37,0
ENSG00000116199,99,89,183
ENSG00000186283,119,100,234
ENSG00000143322,82,75,235
ENSG00000057252,97,72,51
ENSG00000162779,0,0,6
ENSG00000162782,0,0,0
ENSG00000143340,0,0,0
ENSG00000169905,693,584,472
ENSG00000143337,136,102,79
ENSG00000135837,202,190,204
ENSG00000116260,149,132,292
ENSG00000121454,3,7,8
ENSG00000230124,53,38,61
ENSG00000143324,65,54,34
ENSG00000135835,6,5,12
ENSG00000135823,41,29,119
ENSG00000153029,107,100,48
ENSG00000162783,19,22,43
ENSG00000198216,0,0,0
ENSG00000179930,0,0,21
ENSG00000135821,1574,1301,731
ENSG00000203730,3,2,0
ENSG00000121446,6,9,7
ENSG00000135828,22,25,18
ENSG00000143333,93,76,30
ENSG00000135838,107,97,17
ENSG00000135829,242,210,135
ENSG00000157060,0,4,2
ENSG00000135862,181,154,282
ENSG00000058085,2,2,4
ENSG00000157064,0,2,0
ENSG00000116698,121,99,126
ENSG00000116701,9,6,39
ENSG00000162704,326,281,197
ENSG00000143344,134,114,139
ENSG00000173627,0,0,0
ENSG00000198756,0,0,0
ENSG00000198860,37,38,56
ENSG00000116667,129,114,4
ENSG00000116406,272,211,170
ENSG00000135842,32,21,13
ENSG00000121481,21,8,20
ENSG00000121486,74,78,13
ENSG00000116668,4,11,23
ENSG00000116679,58,70,135
ENSG00000143341,72,46,0
ENSG00000116690,6612,5276,2530
ENSG00000047410,979,832,646
ENSG00000157181,104,88,83
ENSG00000262180,0,0,0
ENSG00000116703,1,1,6
ENSG00000073756,0,0,2
ENSG00000116711,0,0,0
ENSG00000162670,0,0,0
ENSG00000150681,7,8,0
ENSG00000090104,44,35,53
ENSG00000127074,2,2,12
ENSG00000116741,63,37,62
ENSG00000116750,84,87,23
ENSG00000116747,186,143,242
ENSG00000023572,47,40,13
ENSG00000134371,109,78,47
ENSG00000162630,0,1,6
ENSG00000162687,62,50,56
ENSG00000000971,7428,6407,2917
ENSG00000116785,961,791,260
ENSG00000276911,2094,1680,763
ENSG00000244414,2774,2301,1842
ENSG00000134365,538,472,116
ENSG00000080910,2060,1663,754
ENSG00000134389,566,468,364
ENSG00000143278,419,316,125
ENSG00000066279,11,13,76
ENSG00000177888,35,35,46
ENSG00000134376,1,3,0
ENSG00000213047,142,117,86
ENSG00000203724,49,34,28
ENSG00000143355,11,6,2
ENSG00000151414,84,71,101
ENSG00000081237,70,54,81
ENSG00000116833,178,150,139
ENSG00000162702,262,189,191
ENSG00000118193,3,2,29
ENSG00000118197,16,10,39
ENSG00000118200,31,18,111
ENSG00000163362,25,21,181
ENSG00000116852,16,25,17
ENSG00000081248,0,0,0
ENSG00000232237,0,0,0
ENSG00000116857,301,279,572
ENSG00000163395,0,0,0
ENSG00000081277,0,0,0
ENSG00000118194,12,8,5
ENSG00000159166,85,93,36
ENSG00000159173,18,20,10
ENSG00000174307,51,45,15
ENSG00000159176,471,348,84
ENSG00000134369,93,68,54
ENSG00000198700,115,95,184
ENSG00000198892,12,15,16
ENSG00000163431,6,4,19
ENSG00000134375,484,369,201
ENSG00000176393,152,132,51
ENSG00000163435,494,367,353
ENSG00000170075,38,46,27
ENSG00000143862,120,109,38
ENSG00000143851,51,40,68
ENSG00000133067,0,1,2
ENSG00000077152,5,9,8
ENSG00000077157,120,120,51
ENSG00000143858,21,23,12
ENSG00000117139,160,153,215
ENSG00000183155,20,12,60
ENSG00000117153,76,57,35
ENSG00000159346,474,369,220
ENSG00000159348,290,248,116
ENSG00000163444,193,178,84
ENSG00000143847,0,0,8
ENSG00000122180,0,1,0
ENSG00000163485,0,0,0
ENSG00000133055,9,6,8
ENSG00000133048,1173,929,1257
ENSG00000133063,0,0,0
ENSG00000159388,83,89,267
ENSG00000122176,9,5,0
ENSG00000188783,113,75,13
ENSG00000058668,180,126,339
ENSG00000122188,2,4,6
ENSG00000058673,449,386,570
ENSG00000257315,323,279,573
ENSG00000182004,212,203,337
ENSG00000143842,87,86,109
ENSG00000143845,782,676,155
ENSG00000143839,2,3,0
ENSG00000170498,0,0,3
ENSG00000174567,366,319,475
ENSG00000143850,154,124,49
ENSG00000158615,109,94,124
ENSG00000133056,35,34,128
ENSG00000198625,362,322,448
ENSG00000170382,7,6,5
ENSG00000163531,83,67,13
ENSG00000184144,8,7,15
ENSG00000174529,1,0,5
ENSG00000117222,149,124,131
ENSG00000133059,73,54,115
ENSG00000133069,0,0,0
ENSG00000163545,43,27,41
ENSG00000162873,0,0,0
ENSG00000186007,0,0,0
ENSG00000117266,67,67,5
ENSG00000174514,19,8,17
ENSG00000158711,78,59,86
ENSG00000158715,55,41,13
ENSG00000069275,969,771,805
ENSG00000117280,167,148,172
ENSG00000133065,10,3,4
ENSG00000162877,8,6,0
ENSG00000174502,0,0,1
ENSG00000276600,1,0,2
ENSG00000196188,22,22,2
ENSG00000263961,18,26,230
ENSG00000196550,2,6,1
ENSG00000266028,92,88,35
ENSG00000263528,4,1,10
ENSG00000266094,35,21,16
ENSG00000143486,82,75,49
ENSG00000143479,11,10,0
ENSG00000162889,86,77,57
ENSG00000136634,8,9,15
ENSG00000162892,0,0,2
ENSG00000162894,39,36,12
ENSG00000162896,211,178,277
ENSG00000162897,74,63,0
ENSG00000182795,1,0,0
ENSG00000123836,26,39,25
ENSG00000180667,39,48,37
ENSG00000123843,1638,1376,1175
ENSG00000123838,3363,2771,1283
ENSG00000196352,122,117,12
ENSG00000117322,0,0,0
ENSG00000203710,21,15,5
ENSG00000197721,12,7,0
ENSG00000117335,647,548,394
ENSG00000174059,78,73,30
ENSG00000076356,81,56,26
ENSG00000008118,0,0,0
ENSG00000196878,40,29,28
ENSG00000123689,456,405,81
ENSG00000117594,2465,2092,0
ENSG00000009790,19,17,22
ENSG00000162757,20,9,22
ENSG00000117595,120,134,54
ENSG00000117597,49,38,31
ENSG00000143469,3,6,6
ENSG00000082497,7,8,0
ENSG00000054392,20,16,81
ENSG00000143473,2,2,1
ENSG00000117625,164,137,106
ENSG00000082512,36,27,108
ENSG00000198570,1,4,3
ENSG00000170385,263,228,155
ENSG00000117650,5,10,19
ENSG00000123684,157,174,410
ENSG00000143493,16,11,92
ENSG00000143476,0,0,30
ENSG00000066027,296,236,169
ENSG00000065600,8,7,9
ENSG00000117691,511,425,453
ENSG00000162772,295,247,58
ENSG00000123685,0,0,6
ENSG00000117697,106,95,65
ENSG00000203705,36,32,35
ENSG00000185523,3,0,0
ENSG00000162769,185,173,172
ENSG00000143494,15,9,15
ENSG00000174606,48,37,57
ENSG00000136643,37,36,68
ENSG00000117707,1031,838,761
ENSG00000143499,138,109,174
ENSG00000152104,57,45,215
ENSG00000117724,8,7,83
ENSG00000082482,2,0,0
ENSG00000136636,140,135,147
ENSG00000042781,181,154,9
ENSG00000196482,80,67,10
ENSG00000092978,71,42,51
ENSG00000162814,6,10,3
ENSG00000067533,96,73,113
ENSG00000092969,0,0,0
ENSG00000143353,110,84,69
ENSG00000196660,128,96,98
ENSG00000136628,244,188,145
ENSG00000162813,61,53,66
ENSG00000067704,242,222,244
ENSG00000118873,171,128,92
ENSG00000116141,0,0,0
ENSG00000162817,550,420,255
ENSG00000117791,649,497,210
ENSG00000186205,454,378,75
ENSG00000136630,33,29,3
ENSG00000143507,114,93,43
ENSG00000143512,0,0,0
ENSG00000143498,4,5,18
ENSG00000154305,344,269,200
ENSG00000186063,199,154,145
ENSG00000162819,92,81,137
ENSG00000197520,24,29,18
ENSG00000154309,21,17,11
ENSG00000187554,8,7,9
ENSG00000143502,30,30,37
ENSG00000203697,1,3,3
ENSG00000162909,132,135,191
ENSG00000143514,123,87,149
ENSG00000143756,114,109,21
ENSG00000143753,35,33,78
ENSG00000143748,68,51,37
ENSG00000143771,105,77,176
ENSG00000162923,207,165,159
ENSG00000143786,1,1,6
ENSG00000185842,79,60,88
ENSG00000143815,102,104,324
